1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	0.518928
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	0.518928
5	0.518928
1	0.518928
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	1.29732
1	0.518928
5	0.518928
1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	0.518928
5	0.518928
1	0.518928
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	0.518928
5	1.29732
1	0.518928
5	0.518928
1	0.518928
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	0.518928
1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	0.518928
5	1.29732
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	1.29732
5	1.29732
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	1.29732
1	1.29732
5	0.518928
1	0.518928
5	1.29732
1	1.29732
5	1.29732
1	0.518928
5	0.518928
1	1.29732
5	0.518928
1	1.29732
5	1.29732
1	1.29732
5	1.29732
1	0.518928
5	0.518928
1	0.518928
5	0.518928
1	0.518928
5	1.29732
