1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	0.518928
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	0.518928
4	0.518928
1	0.518928
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	1.29732
1	0.518928
4	0.518928
1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	0.518928
4	0.518928
1	0.518928
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	0.518928
4	1.29732
1	0.518928
4	0.518928
1	0.518928
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	0.518928
1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	0.518928
4	1.29732
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	1.29732
4	1.29732
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	1.29732
1	1.29732
4	0.518928
1	0.518928
4	1.29732
1	1.29732
4	1.29732
1	0.518928
4	0.518928
1	1.29732
4	0.518928
1	1.29732
4	1.29732
1	1.29732
4	1.29732
1	0.518928
4	0.518928
1	0.518928
4	0.518928
1	0.518928
4	1.29732
